epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
EPIC 206061524,2MASS J22201376-1306526,EPIC 206061524.01,,335.057373,0.000000,22h20m13.77s,-13.114627,0.000000,-13d06m52.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4089.00,,,0,,,,,,,,,,0.62,,,0,,,,,14.443,,0,16.329,0.120,0,14.893,0.044,0,,,,15.647,0.046,0,14.428,0.049,0,13.927,0.071,0,,,,12.413,0.027,0,11.796,0.026,0,11.579,0.021,0,11.499,0.023,0,11.542,0.022,0,11.787,0.303,0,8.488,,-1,1.436,0.128,0,0.617,0.037,0,0.217,0.033,0,0.834,0.034,0,,,5.87961230,,,0,2456980.445000,,,0,0.922000,,,0,0.1054167,,,0,,,,,0.5400,,,0,,,,,0.08963,,,0,0.580,,,0,6.500,,,0,,,,,1
EPIC 206082454,2MASS J22211401-1233247,EPIC 206082454.01,K2-172 c,335.308380,0.000000,22h21m14.01s,-12.556900,0.000000,-12d33m24.8s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5449.00,,,0,,,,,,,,,,0.86,,,0,,,,,12.308,,0,13.229,0.042,0,12.438,0.031,0,,,,12.776,0.031,0,12.222,0.040,0,12.107,0.061,0,,,,11.098,0.024,0,10.760,0.023,0,10.661,0.019,0,10.631,0.023,0,10.679,0.021,0,10.529,0.100,0,8.495,0.340,0,0.791,0.052,0,0.338,0.033,0,0.099,0.030,0,0.437,0.031,0,,,29.62640200,,,0,2456993.540000,,,0,0.131000,,,0,0.2050000,,,0,,,,,0.2500,,,0,,,,,0.03282,,,0,0.304,,,0,3.410,,,0,,,,,1
EPIC 206082454,2MASS J22211401-1233247,EPIC 206082454.02,K2-172 b,335.308380,0.000000,22h21m14.01s,-12.556900,0.000000,-12d33m24.8s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5449.00,,,0,,,,,,,,,,0.86,,,0,,,,,12.308,,0,13.229,0.042,0,12.438,0.031,0,,,,12.776,0.031,0,12.222,0.040,0,12.107,0.061,0,,,,11.098,0.024,0,10.760,0.023,0,10.661,0.019,0,10.631,0.023,0,10.679,0.021,0,10.529,0.100,0,8.495,0.340,0,0.791,0.052,0,0.338,0.033,0,0.099,0.030,0,0.437,0.031,0,,,14.31700100,,,0,2456982.295000,,,0,0.036400,,,0,0.1625000,,,0,,,,,0.0000,,,0,,,,,0.01714,,,0,0.161,,,0,1.800,,,0,,,,,1
EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.01,K2-62 b,334.364166,0.000000,22h17m27.40s,-12.187498,0.000000,-12d11m15.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4500.00,,,0,,,,,,,,,,0.69,,,0,,,,,12.045,,0,13.505,0.020,0,12.397,0.040,0,,,,12.965,0.030,0,11.978,0.050,0,11.651,0.050,0,,,,10.374,0.023,0,9.811,0.025,0,9.688,0.023,0,9.652,0.022,0,9.716,0.021,0,9.557,0.045,0,8.394,,-1,1.108,0.045,0,0.563,0.034,0,0.123,0.034,0,0.686,0.033,0,,,6.67176860,,,0,2456982.686000,,,0,0.083100,,,0,0.0658333,,,0,,,,,0.3500,,,0,,,,,0.02587,,,0,0.194,,,0,2.180,,,0,,,,,1
EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.02,K2-62 c,334.364166,0.000000,22h17m27.40s,-12.187498,0.000000,-12d11m15.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4500.00,,,0,,,,,,,,,,0.69,,,0,,,,,12.045,,0,13.505,0.020,0,12.397,0.040,0,,,,12.965,0.030,0,11.978,0.050,0,11.651,0.050,0,,,,10.374,0.023,0,9.811,0.025,0,9.688,0.023,0,9.652,0.022,0,9.716,0.021,0,9.557,0.045,0,8.394,,-1,1.108,0.045,0,0.563,0.034,0,0.123,0.034,0,0.686,0.033,0,,,16.19718900,,,0,2456991.545000,,,0,0.077600,,,0,0.0595833,,,0,,,,,0.2200,,,0,,,,,0.02472,,,0,0.188,,,0,2.110,,,0,,,,,1
EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.01,,333.426666,0.000000,22h13m42.40s,-12.066374,0.000000,-12d03m58.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5686.00,,,0,,,,,,,,,,0.95,,,0,,,,,12.703,,0,13.469,0.010,0,12.876,0.020,0,,,,13.115,0.010,0,12.682,0.010,0,12.526,0.010,0,,,,11.606,0.021,0,11.320,0.021,0,11.274,0.022,0,11.266,0.023,0,11.302,0.021,0,10.916,0.138,0,8.647,,-1,0.593,0.022,0,0.286,0.030,0,0.046,0.030,0,0.332,0.030,0,,,25.45781500,,,0,2456983.646000,,,0,0.082900,,,0,0.1916667,,,0,,,,,0.3500,,,0,,,,,0.02641,,,0,0.267,,,0,2.990,,,0,,,,,1
EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.02,K2-63 b,333.426666,0.000000,22h13m42.40s,-12.066374,0.000000,-12d03m58.9s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5686.00,,,0,,,,,,,,,,0.95,,,0,,,,,12.703,,0,13.469,0.010,0,12.876,0.020,0,,,,13.115,0.010,0,12.682,0.010,0,12.526,0.010,0,,,,11.606,0.021,0,11.320,0.021,0,11.274,0.022,0,11.266,0.023,0,11.302,0.021,0,10.916,0.138,0,8.647,,-1,0.593,0.022,0,0.286,0.030,0,0.046,0.030,0,0.332,0.030,0,,,20.25820900,,,0,2456989.584000,,,0,0.040200,,,0,0.2070833,,,0,,,,,0.2400,,,0,,,,,0.01824,,,0,0.186,,,0,2.080,,,0,,,,,1
EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.01,WASP-47 b,331.203033,0.000000,22h04m48.73s,-12.018893,0.000000,-12d01m08.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5427.00,,,0,,,,,,,,,,0.86,,,0,,,,,11.762,,0,12.721,0.041,0,11.986,0.010,0,,,,12.216,0.040,0,11.767,0.070,0,11.567,0.040,0,,,,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0,10.165,0.023,0,10.236,0.019,0,10.172,0.081,0,8.745,,-1,0.735,0.042,0,0.303,0.030,0,0.118,0.033,0,0.421,0.034,0,,,4.15917390,,,0,2456982.977000,,,0,1.270000,,,0,0.1512500,,,0,,,,,0.3700,,,0,,,,,0.10320,,,0,0.937,,,0,10.500,,,0,,,,,1
EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.02,WASP-47 d,331.203033,0.000000,22h04m48.73s,-12.018893,0.000000,-12d01m08.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5427.00,,,0,,,,,,,,,,0.86,,,0,,,,,11.762,,0,12.721,0.041,0,11.986,0.010,0,,,,12.216,0.040,0,11.767,0.070,0,11.567,0.040,0,,,,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0,10.165,0.023,0,10.236,0.019,0,10.172,0.081,0,8.745,,-1,0.735,0.042,0,0.303,0.030,0,0.118,0.033,0,0.421,0.034,0,,,9.03054190,,,0,2456988.308000,,,0,0.107000,,,0,0.1820833,,,0,,,,,0.5900,,,0,,,,,0.03102,,,0,0.273,,,0,3.060,,,0,,,,,1
EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.03,WASP-47 e,331.203033,0.000000,22h04m48.73s,-12.018893,0.000000,-12d01m08.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5427.00,,,0,,,,,,,,,,0.86,,,0,,,,,11.762,,0,12.721,0.041,0,11.986,0.010,0,,,,12.216,0.040,0,11.767,0.070,0,11.567,0.040,0,,,,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0,10.165,0.023,0,10.236,0.019,0,10.172,0.081,0,8.745,,-1,0.735,0.042,0,0.303,0.030,0,0.118,0.033,0,0.421,0.034,0,,,0.78961301,,,0,2456979.762000,,,0,0.025800,,,0,0.0783333,,,0,,,,,0.0000,,,0,,,,,0.01444,,,0,0.134,,,0,1.500,,,0,,,,,1
EPIC 206114294,2MASS J22092263-1144033,EPIC 206114294.01,,332.344208,0.000000,22h09m22.61s,-11.734278,0.000000,-11d44m03.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,3764.00,,,0,,,,,,,,,,0.52,,,0,,,,,15.737,,0,18.166,0.480,0,16.533,0.150,0,,,,17.288,0.077,0,15.816,0.140,0,15.072,0.030,0,,,,13.431,0.023,0,12.791,0.021,0,12.604,0.026,0,12.496,0.023,0,12.522,0.026,0,12.260,0.532,0,8.184,,-1,1.633,0.503,0,0.640,0.031,0,0.187,0.033,0,0.827,0.035,0,,,3.29205980,,,0,2456980.049000,,,0,0.642000,,,0,0.0475000,,,0,,,,,0.6300,,,0,,,,,0.07720,,,0,0.405,,,0,4.540,,,0,,,,,1
EPIC 202059377,2MASS J06364422+2139056,EPIC 202059377.01,,99.184288,0.000000,06h36m44.23s,21.651569,0.000000,+21d39m05.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,8210.00,,,0,,,,,,,,,,1.94,,,0,,,,,8.700,,0,,,,,,,,,,,,,,,,,,,,,,8.483,0.027,0,8.459,0.018,0,8.422,0.017,0,8.400,0.022,0,8.409,0.020,0,8.391,0.032,0,8.351,0.434,0,,,,0.024,0.032,0,0.037,0.025,0,0.061,0.032,0,,,1.57718320,,,0,2456772.583000,,,0,2.490000,,,0,0.1650000,,,0,,,,,1.0000,,,0,,,,,0.24910,,,0,2.980,,,0,33.400,,,0,,,,,1
EPIC 202066192,2MASS J06205938+2607313,EPIC 202066192.01,,95.247452,0.000000,06h20m59.39s,26.125380,0.000000,+26d07m31.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,7824.00,,,0,,,,,,,,,,1.87,,,0,,,,,14.800,,0,,,,,,,,,,,,,,,,,,,,,,14.385,0.026,0,14.273,0.041,0,14.341,0.055,0,14.312,0.031,0,14.410,0.057,0,12.313,,-1,8.832,,-1,,,,0.112,0.049,0,-0.068,0.069,0,0.044,0.061,0,,,3.29238180,,,0,2456774.826000,,,0,0.924000,,,0,0.0733333,,,0,,,,,0.9000,,,0,,,,,0.10530,,,0,1.749,,,0,19.600,,,0,,,,,1
EPIC 202066537,2MASS J06570390+1837365,EPIC 202066537.01,,104.266029,0.000000,06h57m03.85s,18.626740,0.000000,+18d37m36.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,6722.00,,,0,,,,,,,,,,1.89,,,0,,,,,14.800,,0,,,,,,,,,,,,,,,,,,,,,,13.740,0.032,0,13.580,0.044,0,13.578,0.043,0,13.272,0.024,0,13.344,0.033,0,12.445,,-1,8.627,,-1,,,,0.160,0.054,0,0.002,0.062,0,0.162,0.054,0,,,6.90552110,,,0,2456775.097000,,,0,2.650000,,,0,0.1520833,,,0,,,,,0.8900,,,0,,,,,0.19060,,,0,2.998,,,0,33.600,,,0,,,,,1
EPIC 202071289,2MASS J06204394+2454156,EPIC 202071289.01,,95.183090,0.000000,06h20m43.94s,24.904341,0.000000,+24d54m15.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,5529.00,,,0,,,,,,,,,,0.89,,,0,,,,,11.000,,0,,,,,,,,,,,,,,,,,,,,,,9.698,0.020,0,9.364,0.020,0,9.259,0.017,0,9.237,0.024,0,9.251,0.020,0,9.162,0.033,0,8.829,0.473,0,,,,0.334,0.028,0,0.105,0.026,0,0.439,0.026,0,,,3.04593830,,,0,2456774.358000,,,0,3.820000,,,0,0.0920833,,,0,,,,,0.7700,,,0,,,,,0.19970,,,0,1.695,,,0,19.000,,,0,,,,,1
EPIC 202071401,2MASS J06413069+2055222,EPIC 202071401.01,,100.377968,0.000000,06h41m30.71s,20.922810,0.000000,+20d55m22.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,4446.00,,,0,,,,,,,,,,0.69,,,0,,,,,12.900,,0,,,,,,,,,,,,,,,,,,,,,,10.784,0.026,0,10.208,0.036,0,10.107,0.030,0,,,,,,,,,,,,,,,,0.576,0.044,0,0.101,0.047,0,0.677,0.040,0,,,3.23854200,,,0,2456772.226000,,,0,0.049900,,,0,0.0529167,,,0,,,,,0.3900,,,0,,,,,0.02037,,,0,0.149,,,0,1.670,,,0,,,,,1
EPIC 202072596,2MASS J06380257+2056215,EPIC 202072596.01,,99.510742,0.000000,06h38m02.58s,20.939310,0.000000,+20d56m21.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,7430.00,,,0,,,,,,,,,,1.84,,,0,,,,,11.200,,0,,,,,,,,,,,,,,,,,,,,,,10.847,0.022,0,10.768,0.021,0,10.730,0.018,0,10.687,0.022,0,10.682,0.021,0,10.835,0.168,0,8.682,,-1,,,,0.079,0.030,0,0.038,0.028,0,0.117,0.028,0,,,3.97928700,,,0,2456772.894000,,,0,3.500000,,,0,0.2008333,,,0,,,,,0.8800,,,0,,,,,0.21670,,,0,3.346,,,0,37.500,,,0,,,,,1
EPIC 202083828,2MASS J06164957+2435470,EPIC 202083828.01,K2-26 b,94.206581,0.000000,06h16m49.58s,24.596411,0.000000,+24d35m47.1s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,3731.00,,,0,,,,,,,,,,0.51,,,0,,,,,14.000,,0,,,,,,,,,,,,,,,,,,,,,,11.350,0.024,0,10.762,0.022,0,10.530,0.018,0,10.422,0.023,0,10.349,0.021,0,10.409,0.086,0,8.915,,-1,,,,0.588,0.033,0,0.232,0.028,0,0.820,0.030,0,,,14.56702500,,,0,2456775.164000,,,0,0.255000,,,0,0.1941667,,,0,,,,,0.0000,,,0,,,,,0.04567,,,0,0.249,,,0,2.790,,,0,,,,,1
EPIC 202086968,2MASS J06280135+1623198,EPIC 202086968.01,,97.005630,0.000000,06h28m01.35s,16.388849,0.000000,+16d23m19.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,5693.00,,,0,,,,,,,,,,0.96,,,0,,,,,12.400,,0,,,,,,,,,,,,,,,,,,,,,,11.235,0.024,0,10.876,0.022,0,10.830,0.022,0,10.680,0.023,0,10.745,0.021,0,10.722,0.140,0,8.835,,-1,,,,0.359,0.033,0,0.046,0.031,0,0.405,0.033,0,,,1.84908760,,,0,2456772.183000,,,0,2.740000,,,0,0.1300000,,,0,,,,,0.9700,,,0,,,,,0.24480,,,0,1.543,,,0,17.300,,,0,,,,,1
EPIC 202088212,2MASS J06223391+1444303,EPIC 202088212.01,,95.641296,0.000000,06h22m33.91s,14.741770,0.000000,+14d44m30.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,6013.00,,,0,,,,,,,,,,1.14,,,0,,,,,11.600,,0,,,,,,,,,,,,,,,,,,,,,,10.524,0.022,0,10.246,0.022,0,10.201,0.018,0,10.135,0.023,0,10.178,0.021,0,10.065,0.067,0,8.224,,-1,,,,0.278,0.031,0,0.045,0.028,0,0.323,0.028,0,,,2.62072400,,,0,2456772.299000,,,0,0.889000,,,0,0.1025000,,,0,,,,,0.9100,,,0,,,,,0.10950,,,0,1.044,,,0,11.700,,,0,,,,,1
EPIC 202089657,2MASS J06054885+2329043,EPIC 202089657.01,,91.453552,0.000000,06h05m48.85s,23.484541,0.000000,+23d29m04.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,6137.00,,,0,,,,,,,,,,1.23,,,0,,,,,11.600,,0,,,,,,,,,,,,,,,,,,,,,,10.577,0.027,0,10.317,0.032,0,10.266,0.020,0,10.237,0.022,0,10.258,0.020,0,10.315,0.099,0,8.271,,-1,,,,0.260,0.042,0,0.051,0.038,0,0.311,0.034,0,,,1.31440140,,,0,2456772.776000,,,0,0.042600,,,0,0.0704167,,,0,,,,,0.6500,,,0,,,,,0.01995,,,0,0.248,,,0,2.780,,,0,,,,,1
EPIC 202090152,2MASS J06441899+2806488,EPIC 202090152.01,,101.079147,0.000000,06h44m19.00s,28.113581,0.000000,+28d06m48.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,6187.00,,,0,,,,,,,,,,1.28,,,0,,,,,11.400,,0,,,,,,,,,,,,,,,,,,,,,,10.390,0.018,0,10.198,0.017,0,10.117,0.014,0,10.099,0.022,0,10.121,0.020,0,10.012,0.070,0,7.965,,-1,,,,0.192,0.025,0,0.081,0.022,0,0.273,0.023,0,,,4.80452440,,,0,2456773.449000,,,0,0.067800,,,0,0.0970833,,,0,,,,,0.1200,,,0,,,,,0.02388,,,0,0.323,,,0,3.620,,,0,,,,,1
EPIC 202091388,2MASS J06052730+2115217,EPIC 202091388.01,,91.363777,0.000000,06h05m27.31s,21.256029,0.000000,+21d15m21.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,5537.00,,,0,,,,,,,,,,0.89,,,0,,,,,13.500,,0,,,,,,,,,,,,,,,,,,,,,,12.224,0.026,0,11.854,0.030,0,11.826,0.020,0,11.766,0.023,0,11.815,0.023,0,11.455,0.225,0,8.888,,-1,,,,0.370,0.040,0,0.028,0.036,0,0.398,0.033,0,,,6.48041110,,,0,2456773.382000,,,0,0.121000,,,0,0.1225000,,,0,,,,,0.5600,,,0,,,,,0.03274,,,0,0.302,,,0,3.390,,,0,,,,,1
EPIC 202093020,2MASS J06330583+1652128,EPIC 202093020.01,,98.274323,0.000000,06h33m05.84s,16.870239,0.000000,+16d52m12.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,4581.00,,,0,,,,,,,,,,0.70,,,0,,,,,14.800,,0,,,,,,,,,,,,,,,,,,,,,,12.738,0.022,0,12.292,0.022,0,12.208,0.020,0,12.080,0.024,0,12.115,0.029,0,11.005,,-1,7.748,,-1,,,,0.446,0.031,0,0.084,0.030,0,0.530,0.030,0,,,4.13760470,,,0,2456774.311000,,,0,0.911000,,,0,0.0729167,,,0,,,,,0.7400,,,0,,,,,0.09590,,,0,0.654,,,0,7.330,,,0,,,,,1
EPIC 202126847,2MASS J06484831+1709428,EPIC 202126847.01,,102.201302,0.000000,06h48m48.31s,17.161909,0.000000,+17d09m42.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,6005.00,,,0,,,,,,,,,,1.14,,,0,,,,,12.400,,0,,,,,,,,,,,,,,,,,,,,,,11.360,0.022,0,11.093,0.031,0,11.031,0.021,0,10.896,0.023,0,10.932,0.021,0,11.056,0.148,0,8.977,,-1,,,,0.267,0.038,0,0.062,0.037,0,0.329,0.030,0,,,4.16879220,,,0,2456774.070000,,,0,1.690000,,,0,0.2754167,,,0,,,,,0.9500,,,0,,,,,0.18020,,,0,1.436,,,0,16.100,,,0,,,,,1
EPIC 202126849,2MASS J06393552+2528571,EPIC 202126849.01,,99.898003,0.000000,06h39m35.52s,25.482540,0.000000,+25d28m57.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,4171.00,,,0,,,,,,,,,,0.64,,,0,,,,,13.600,,0,,,,,,,,,,,,,,,,,,,,,,11.145,0.027,0,10.487,0.029,0,10.326,0.019,0,10.282,0.024,0,10.342,0.021,0,10.195,0.088,0,8.677,,-1,,,,0.658,0.040,0,0.161,0.035,0,0.819,0.033,0,,,3.79991390,,,0,2456774.286000,,,0,2.400000,,,0,0.0733333,,,0,,,,,0.7200,,,0,,,,,0.15670,,,0,0.964,,,0,10.800,,,0,,,,,1
EPIC 202126852,2MASS J06432353+2715082,EPIC 202126852.01,HAT-P-56 b,100.848068,0.000000,06h43m23.54s,27.252291,0.000000,+27d15m08.2s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,6659.00,,,0,,,,,,,,,,1.80,,,0,,,,,10.900,,0,,,,,,,,,,,,,,,,,,,,,,10.068,0.021,0,9.881,0.017,0,9.830,0.016,0,9.799,0.023,0,9.833,0.021,0,9.830,0.069,0,8.516,,-1,,,,0.187,0.027,0,0.051,0.023,0,0.238,0.026,0,,,2.79088210,,,0,2456774.092000,,,0,0.944000,,,0,0.0912500,,,0,,,,,0.8600,,,0,,,,,0.10210,,,0,1.704,,,0,19.100,,,0,,,,,1
EPIC 202126887,2MASS J06373133+2647115,EPIC 202126887.01,,99.380539,0.000000,06h37m31.33s,26.786551,0.000000,+26d47m11.6s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,6066.00,,,0,,,,,,,,,,1.18,,,0,,,,,13.000,,0,,,,,,,,,,,,,,,,,,,,,,11.963,0.026,0,11.681,0.031,0,11.629,0.026,0,11.413,0.023,0,11.493,0.022,0,10.921,,-1,8.098,,-1,,,,0.282,0.040,0,0.052,0.040,0,0.334,0.037,0,,,12.86653900,,,0,2456777.241000,,,0,3.010000,,,0,0.1258333,,,0,,,,,0.8500,,,0,,,,,0.19050,,,0,1.989,,,0,22.300,,,0,,,,,1
EPIC 202126888,2MASS J06321140+2713111,EPIC 202126888.01,,98.047508,0.000000,06h32m11.40s,27.219780,0.000000,+27d13m11.2s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,0,,,,,,,,,7536.00,,,0,,,,,,,,,,1.82,,,0,,,,,13.500,,0,,,,,,,,,,,,,,,,,,,,,,12.530,0.022,0,12.278,0.024,0,12.223,0.020,0,12.095,0.024,0,12.103,0.026,0,11.945,0.434,0,8.851,,-1,,,,0.252,0.033,0,0.055,0.031,0,0.307,0.030,0,,,1.84612220,,,0,2456773.477000,,,0,0.965000,,,0,0.1245833,,,0,,,,,0.5800,,,0,,,,,0.09427,,,0,1.740,,,0,19.500,,,0,,,,,1
